"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"2177","evm.TU.chromosome_4.2274_evm.TU.chromosome_4.2279","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2178","evm.TU.chromosome_4.2000","GO:0001568","blood vessel development",585,10,7.23,0.00541,"Cellular Components",0.0170940170940171
"2179","evm.TU.chromosome_4.2000","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2180","evm.TU.chromosome_4.1138","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2181","evm.TU.chromosome_4.2277","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2182","evm.TU.chromosome_4.2277","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2183","evm.TU.chromosome_4.2040","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2184","evm.TU.chromosome_4.2040","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2185","evm.TU.chromosome_4.2041","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2186","evm.TU.chromosome_4.2041","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2187","evm.TU.chromosome_4.582","GO:0070208","protein heterotrimerization",44,4,0.54,0.00209,"Cellular Components",0.0909090909090909
"2188","evm.TU.chromosome_4.777","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2189","evm.TU.chromosome_4.776","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2190","evm.TU.chromosome_4.2169","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2191","evm.TU.chromosome_4.2168","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2192","evm.TU.chromosome_4.2167","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2193","evm.TU.chromosome_4.2164","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2194","evm.TU.chromosome_4.2163","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2195","evm.TU.chromosome_4.2162","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2196","evm.TU.chromosome_4.1603","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2197","evm.TU.chromosome_4.2289","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2198","evm.TU.chromosome_4.2280","GO:0001568","blood vessel development",585,10,7.23,0.00541,"Cellular Components",0.0170940170940171
"2199","evm.TU.chromosome_4.2281","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2200","evm.TU.chromosome_4.2281","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2201","evm.TU.chromosome_4.2284","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2202","evm.TU.chromosome_4.2284","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2203","evm.TU.chromosome_4.603","GO:0030199","collagen fibril organization",84,8,1.04,9.3e-06,"Cellular Components",0.0952380952380952
"2204","evm.TU.chromosome_4.602","GO:0030199","collagen fibril organization",84,8,1.04,9.3e-06,"Cellular Components",0.0952380952380952
"2205","evm.TU.chromosome_4.546","GO:0010634","positive regulation of epithelial cell migration",53,4,0.65,0.00413,"Cellular Components",0.0754716981132075
"2206","evm.TU.chromosome_4.546","GO:0010718","positive regulation of epithelial to mesenchymal tr...",50,4,0.62,0.00334,"Cellular Components",0.08
"2207","evm.TU.chromosome_4.546","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2208","evm.TU.chromosome_4.1433","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2209","evm.TU.chromosome_4.2357","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2210","evm.TU.chromosome_4.1848","GO:0090400","stress-induced premature senescence",3,1,0.04,0.03661,"Cellular Components",0.333333333333333
"2211","evm.TU.chromosome_4.840","GO:0006311","meiotic gene conversion",9,2,0.11,0.00517,"Cellular Components",0.222222222222222
"2212","evm.TU.chromosome_4.840","GO:0060903","positive regulation of meiosis I",8,2,0.1,0.00405,"Cellular Components",0.25
"2213","evm.TU.chromosome_4.840","GO:0010845","positive regulation of reciprocal meiotic recombina...",8,2,0.1,0.00405,"Cellular Components",0.25
"2214","evm.TU.chromosome_4.1935","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2215","evm.TU.chromosome_4.1935","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2216","evm.TU.chromosome_4.1318","GO:0071230","cellular response to amino acid stimulus",77,5,0.95,0.00264,"Cellular Components",0.0649350649350649
"2217","evm.TU.chromosome_4.1313","GO:0000711","meiotic DNA repair synthesis",2,1,0.02,0.02456,"Cellular Components",0.5
"2218","evm.TU.chromosome_4.1313","GO:0000711","meiotic DNA repair synthesis",2,1,0.02,0.02456,"Cellular Components",0.5
"2219","evm.TU.chromosome_4.2502","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2220","evm.TU.chromosome_4.2502","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2221","evm.TU.chromosome_4.2141","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2222","evm.TU.chromosome_4.2140","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2223","evm.TU.chromosome_4.2268","GO:0031036","myosin II filament assembly",3,1,0.04,0.03661,"Cellular Components",0.333333333333333
"2224","evm.TU.chromosome_4.491","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2225","evm.TU.chromosome_4.3","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2226","evm.TU.chromosome_4.1906","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2227","evm.TU.chromosome_4.2039","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2228","evm.TU.chromosome_4.2039","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2229","evm.TU.chromosome_4.594","GO:0070208","protein heterotrimerization",44,4,0.54,0.00209,"Cellular Components",0.0909090909090909
"2230","evm.TU.chromosome_4.594.1.5f15e320","GO:0070208","protein heterotrimerization",44,4,0.54,0.00209,"Cellular Components",0.0909090909090909
"2231","evm.TU.chromosome_4.1557","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2232","evm.TU.chromosome_4.815","GO:0006311","meiotic gene conversion",9,2,0.11,0.00517,"Cellular Components",0.222222222222222
"2233","evm.TU.chromosome_4.815","GO:0060903","positive regulation of meiosis I",8,2,0.1,0.00405,"Cellular Components",0.25
"2234","evm.TU.chromosome_4.815","GO:0010845","positive regulation of reciprocal meiotic recombina...",8,2,0.1,0.00405,"Cellular Components",0.25
"2235","evm.TU.chromosome_4.519","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2236","evm.TU.chromosome_4.1824","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2237","evm.TU.chromosome_4.2170","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2238","evm.TU.chromosome_4.137","GO:0070208","protein heterotrimerization",44,4,0.54,0.00209,"Cellular Components",0.0909090909090909
"2239","evm.TU.chromosome_4.2431","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2240","evm.TU.chromosome_4.2431","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2241","evm.TU.chromosome_4.2432","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2242","evm.TU.chromosome_4.2432","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2243","evm.TU.chromosome_4.1375","GO:0009308","amine metabolic process",180,4,2.22,0.01254,"Cellular Components",0.0222222222222222
"2244","evm.TU.chromosome_4.1375","GO:0097185","cellular response to azide",4,2,0.05,9e-04,"Cellular Components",0.5
"2245","evm.TU.chromosome_4.1375","GO:0071280","cellular response to copper ion",6,2,0.07,0.00221,"Cellular Components",0.333333333333333
"2246","evm.TU.chromosome_4.1375","GO:0035874","cellular response to copper ion starvation",4,2,0.05,9e-04,"Cellular Components",0.5
"2247","evm.TU.chromosome_4.1375","GO:0071420","cellular response to histamine",30,3,0.37,0.0059,"Cellular Components",0.1
"2248","evm.TU.chromosome_4.1375","GO:0009308","amine metabolic process",180,4,2.22,0.01254,"Cellular Components",0.0222222222222222
"2249","evm.TU.chromosome_4.1374","GO:0009308","amine metabolic process",180,4,2.22,0.01254,"Cellular Components",0.0222222222222222
"2250","evm.TU.chromosome_4.1374","GO:0097185","cellular response to azide",4,2,0.05,9e-04,"Cellular Components",0.5
"2251","evm.TU.chromosome_4.1374","GO:0071280","cellular response to copper ion",6,2,0.07,0.00221,"Cellular Components",0.333333333333333
"2252","evm.TU.chromosome_4.1374","GO:0035874","cellular response to copper ion starvation",4,2,0.05,9e-04,"Cellular Components",0.5
"2253","evm.TU.chromosome_4.1374","GO:0071420","cellular response to histamine",30,3,0.37,0.0059,"Cellular Components",0.1
"2254","evm.TU.chromosome_4.1374","GO:0009308","amine metabolic process",180,4,2.22,0.01254,"Cellular Components",0.0222222222222222
"2255","evm.TU.chromosome_4.1130","GO:0006082","organic acid metabolic process",826,13,10.2,0.02434,"Cellular Components",0.0157384987893462
"2256","evm.TU.chromosome_4.68","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2257","evm.TU.chromosome_4.68","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2258","evm.TU.chromosome_4.545","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2259","evm.TU.chromosome_4.542","GO:0010718","positive regulation of epithelial to mesenchymal tr...",50,4,0.62,0.00334,"Cellular Components",0.08
"2260","evm.TU.chromosome_4.2325","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2261","evm.TU.chromosome_4.735","GO:0006311","meiotic gene conversion",9,2,0.11,0.00517,"Cellular Components",0.222222222222222
"2262","evm.TU.chromosome_4.735","GO:0060903","positive regulation of meiosis I",8,2,0.1,0.00405,"Cellular Components",0.25
"2263","evm.TU.chromosome_4.735","GO:0010845","positive regulation of reciprocal meiotic recombina...",8,2,0.1,0.00405,"Cellular Components",0.25
"2264","evm.TU.chromosome_4.1145","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2265","evm.TU.chromosome_4.1140","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2266","evm.TU.chromosome_4.1141","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2267","evm.TU.chromosome_4.1143","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2268","evm.TU.chromosome_4.1863","GO:0042730","fibrinolysis",27,4,0.33,0.00032,"Cellular Components",0.148148148148148
"2269","evm.TU.chromosome_4.2404","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2270","evm.TU.chromosome_4.944","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2271","evm.TU.chromosome_4.1239","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2272","evm.TU.chromosome_5.538","GO:0030048","actin filament-based movement",62,5,0.77,0.00384,"Cellular Components",0.0806451612903226
"2273","evm.TU.chromosome_5.879","GO:0006139","nucleobase-containing compound metabolic process",5768,59,71.26,0.02683,"Cellular Components",0.0102288488210818
"2274","evm.TU.chromosome_5.1212","GO:0030048","actin filament-based movement",62,5,0.77,0.00384,"Cellular Components",0.0806451612903226
"2275","evm.TU.chromosome_5.539","GO:0030048","actin filament-based movement",62,5,0.77,0.00384,"Cellular Components",0.0806451612903226
"2276","evm.TU.chromosome_5.2615","GO:0060537","muscle tissue development",262,6,3.24,0.02435,"Cellular Components",0.0229007633587786
"2277","evm.TU.chromosome_5.540","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2278","evm.TU.chromosome_5.946","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2279","evm.TU.chromosome_5.1191","GO:0030042","actin filament depolymerization",46,4,0.57,0.00246,"Cellular Components",0.0869565217391304
"2280","evm.TU.chromosome_5.1892","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2281","evm.TU.chromosome_5.1151","GO:0001568","blood vessel development",585,10,7.23,0.00541,"Cellular Components",0.0170940170940171
"2282","evm.TU.chromosome_5.1924","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2283","evm.TU.chromosome_5.2363","GO:0009631","cold acclimation",3,1,0.04,0.03661,"Cellular Components",0.333333333333333
"2284","evm.TU.chromosome_5.914","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2285","evm.TU.chromosome_5.142","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2286","evm.TU.chromosome_5.1513","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2287","evm.TU.chromosome_5.513","GO:0030199","collagen fibril organization",84,8,1.04,9.3e-06,"Cellular Components",0.0952380952380952
"2288","evm.TU.chromosome_5.243","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2289","evm.TU.chromosome_5.1840","GO:0051026","chiasma assembly",3,2,0.04,0.00045,"Cellular Components",0.666666666666667
"2290","evm.TU.chromosome_5.1840","GO:0051026","chiasma assembly",3,2,0.04,0.00045,"Cellular Components",0.666666666666667
"2291","evm.TU.chromosome_5.1064","GO:0005997","xylulose metabolic process",3,1,0.04,0.03661,"Cellular Components",0.333333333333333
"2292","evm.TU.chromosome_5.1067","GO:0005997","xylulose metabolic process",3,1,0.04,0.03661,"Cellular Components",0.333333333333333
"2293","evm.TU.chromosome_5.2784","GO:0006879","intracellular iron ion homeostasis",48,4,0.59,0.00288,"Cellular Components",0.0833333333333333
"2294","evm.TU.chromosome_5.2533","GO:0030261","chromosome condensation",37,3,0.46,0.01061,"Cellular Components",0.0810810810810811
"2295","evm.TU.chromosome_5.2533","GO:0030261","chromosome condensation",37,3,0.46,0.01061,"Cellular Components",0.0810810810810811
"2296","evm.TU.chromosome_5.256","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2297","evm.TU.chromosome_5.636","GO:0030199","collagen fibril organization",84,8,1.04,9.3e-06,"Cellular Components",0.0952380952380952
"2298","evm.TU.chromosome_5.1475","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2299","evm.TU.chromosome_5.1843","GO:0035634","response to stilbenoid",3,1,0.04,0.03661,"Cellular Components",0.333333333333333
"2300","evm.TU.chromosome_5.305","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2301","evm.TU.chromosome_5.9","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2302","evm.TU.chromosome_5.285","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2303","evm.TU.chromosome_5.67","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2304","evm.TU.chromosome_5.1051","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2305","evm.TU.chromosome_5.473","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2306","evm.TU.chromosome_5.211","GO:0090336","positive regulation of brown fat cell differentiati...",2,1,0.02,0.02456,"Cellular Components",0.5
"2307","evm.TU.chromosome_5.1765.2.5f15e57a","GO:0045010","actin nucleation",49,3,0.61,0.02259,"Cellular Components",0.0612244897959184
"2308","evm.TU.chromosome_5.1765.1.5f15e57a","GO:0045010","actin nucleation",49,3,0.61,0.02259,"Cellular Components",0.0612244897959184
"2309","evm.TU.chromosome_5.1765.3.5f15e57a","GO:0045010","actin nucleation",49,3,0.61,0.02259,"Cellular Components",0.0612244897959184
"2310","evm.TU.chromosome_5.1765","GO:0045010","actin nucleation",49,3,0.61,0.02259,"Cellular Components",0.0612244897959184
"2311","evm.TU.chromosome_5.1817","GO:0090204","protein localization to nuclear pore",2,1,0.02,0.02456,"Cellular Components",0.5
"2312","evm.TU.chromosome_5.798","GO:0001568","blood vessel development",585,10,7.23,0.00541,"Cellular Components",0.0170940170940171
"2313","evm.TU.chromosome_5.1551","GO:0015986","proton motive force-driven ATP synthesis",15,2,0.19,0.01435,"Cellular Components",0.133333333333333
"2314","evm.TU.chromosome_5.1551","GO:0015986","proton motive force-driven ATP synthesis",15,2,0.19,0.01435,"Cellular Components",0.133333333333333
"2315","evm.TU.chromosome_5.1019","GO:0071230","cellular response to amino acid stimulus",77,5,0.95,0.00264,"Cellular Components",0.0649350649350649
"2316","evm.TU.chromosome_5.551","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2317","evm.TU.chromosome_5.2624","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2318","evm.TU.chromosome_5.674","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2319","evm.TU.chromosome_5.1335","GO:0030261","chromosome condensation",37,3,0.46,0.01061,"Cellular Components",0.0810810810810811
"2320","evm.TU.chromosome_5.1335","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2321","evm.TU.chromosome_5.1335","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2322","evm.TU.chromosome_5.1105","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2323","evm.TU.chromosome_5.1226","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2324","evm.TU.chromosome_5.1226","GO:0007017","microtubule-based process",566,15,6.99,0.00718,"Cellular Components",0.0265017667844523
"2325","evm.TU.chromosome_5.127","GO:0030514","negative regulation of BMP signaling pathway",51,4,0.63,0.00359,"Cellular Components",0.0784313725490196
"2326","evm.TU.chromosome_5.127","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2327","evm.TU.chromosome_5.127","GO:0030514","negative regulation of BMP signaling pathway",51,4,0.63,0.00359,"Cellular Components",0.0784313725490196
"2328","evm.TU.chromosome_5.123","GO:0030514","negative regulation of BMP signaling pathway",51,4,0.63,0.00359,"Cellular Components",0.0784313725490196
"2329","evm.TU.chromosome_5.123","GO:0030514","negative regulation of BMP signaling pathway",51,4,0.63,0.00359,"Cellular Components",0.0784313725490196
"2330","evm.TU.chromosome_5.593","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2331","evm.TU.chromosome_5.569","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2332","evm.TU.chromosome_5.569","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2333","evm.TU.chromosome_5.568","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2334","evm.TU.chromosome_5.568","GO:0030903","notochord development",34,4,0.42,0.00509,"Cellular Components",0.117647058823529
"2335","evm.TU.chromosome_5.568","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2336","evm.TU.chromosome_5.568","GO:0010634","positive regulation of epithelial cell migration",53,4,0.65,0.00413,"Cellular Components",0.0754716981132075
"2337","evm.TU.chromosome_5.568","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2338","evm.TU.chromosome_5.310","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2339","evm.TU.chromosome_5.1521","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2340","evm.TU.chromosome_5.1520","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2341","evm.TU.chromosome_5.1523","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2342","evm.TU.chromosome_5.1522","GO:0007266","Rho protein signal transduction",162,5,2,0.00268,"Cellular Components",0.0308641975308642
"2343","evm.TU.chromosome_5.1146","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2344","evm.TU.chromosome_5.1146","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2345","evm.TU.chromosome_5.1145","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2346","evm.TU.chromosome_5.131","GO:0071230","cellular response to amino acid stimulus",77,5,0.95,0.00264,"Cellular Components",0.0649350649350649
"2347","evm.TU.chromosome_5.131","GO:0071230","cellular response to amino acid stimulus",77,5,0.95,0.00264,"Cellular Components",0.0649350649350649
"2348","evm.TU.chromosome_5.670","GO:0030199","collagen fibril organization",84,8,1.04,9.3e-06,"Cellular Components",0.0952380952380952
"2349","evm.TU.chromosome_5.2469","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2350","evm.TU.chromosome_5.2469","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2351","evm.TU.chromosome_5.1007","GO:0071230","cellular response to amino acid stimulus",77,5,0.95,0.00264,"Cellular Components",0.0649350649350649
"2352","evm.TU.chromosome_5.1900","GO:0042744","hydrogen peroxide catabolic process",41,3,0.51,0.01404,"Cellular Components",0.0731707317073171
"2353","evm.TU.chromosome_5.2340","GO:0019395","fatty acid oxidation",85,4,1.05,0.0347,"Cellular Components",0.0470588235294118
"2354","evm.TU.chromosome_6.114","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2355","evm.TU.chromosome_6.1729","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2356","evm.TU.chromosome_6.2863","GO:0071300","cellular response to retinoic acid",82,4,1.01,0.01873,"Cellular Components",0.0487804878048781
"2357","evm.TU.chromosome_6.1255","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2358","evm.TU.chromosome_6.1945","GO:0030578","PML body organization",2,1,0.02,0.02456,"Cellular Components",0.5
"2359","evm.TU.chromosome_6.1945","GO:0007179","transforming growth factor beta receptor signaling ...",193,6,2.38,0.00075,"Cellular Components",0.0310880829015544
"2360","evm.TU.chromosome_6.366","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2361","evm.TU.chromosome_6.368","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2362","evm.TU.chromosome_6.369","GO:0030199","collagen fibril organization",84,8,1.04,9.3e-06,"Cellular Components",0.0952380952380952
"2363","evm.TU.chromosome_6.2333","GO:0030514","negative regulation of BMP signaling pathway",51,4,0.63,0.00359,"Cellular Components",0.0784313725490196
"2364","evm.TU.chromosome_6.2800","GO:0001568","blood vessel development",585,10,7.23,0.00541,"Cellular Components",0.0170940170940171
"2365","evm.TU.chromosome_6.73","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2366","evm.TU.chromosome_6.74","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2367","evm.TU.chromosome_6.1205","GO:0070208","protein heterotrimerization",44,4,0.54,0.00209,"Cellular Components",0.0909090909090909
"2368","evm.TU.chromosome_6.1204","GO:0010718","positive regulation of epithelial to mesenchymal tr...",50,4,0.62,0.00334,"Cellular Components",0.08
"2369","evm.TU.chromosome_6.1204","GO:0070374","positive regulation of ERK1 and ERK2 cascade",164,7,2.03,0.00432,"Cellular Components",0.0426829268292683
"2370","evm.TU.chromosome_6.1204","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2371","evm.TU.chromosome_6.2278","GO:0008217","regulation of blood pressure",362,8,4.47,0.01381,"Cellular Components",0.0220994475138122
"2372","evm.TU.chromosome_6.354","GO:0001501","skeletal system development",565,13,6.98,8.7e-05,"Cellular Components",0.0230088495575221
"2373","evm.TU.chromosome_6.2149","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2374","evm.TU.chromosome_6.2148","GO:0006352","DNA-templated transcription initiation",130,9,1.61,3.2e-06,"Cellular Components",0.0692307692307692
"2375","evm.TU.chromosome_6.2148","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2376","evm.TU.chromosome_6.2148","GO:0006352","DNA-templated transcription initiation",130,9,1.61,3.2e-06,"Cellular Components",0.0692307692307692
"2377","evm.TU.chromosome_6.2148","GO:0006334","nucleosome assembly",100,12,1.24,3.8e-09,"Cellular Components",0.12
"2378","evm.TU.chromosome_6.1722","GO:0070208","protein heterotrimerization",44,4,0.54,0.00209,"Cellular Components",0.0909090909090909
"2379","evm.TU.chromosome_6.2344","GO:0030514","negative regulation of BMP signaling pathway",51,4,0.63,0.00359,"Cellular Components",0.0784313725490196
"2380","evm.TU.chromosome_6.880","GO:0006879","intracellular iron ion homeostasis",48,4,0.59,0.00288,"Cellular Components",0.0833333333333333
